Season,Category,Circuit,Rider,Country,Constructor
1998,125cc,Jarama,Lucio Cecchinello,ITALY,Honda
1998,250cc,Jarama,Tetsuya Harada,JAPAN,Aprilia
1998,500cc,Jarama,Carlos Checa,SPAIN,Honda
1998,125cc,Paul Ricard,Kazuto Sakata,JAPAN,Aprilia
1998,250cc,Paul Ricard,Tetsuya Harada,JAPAN,Aprilia
1998,500cc,Paul Ricard,Alex Criville,SPAIN,Honda
1998,125cc,Autodromo Internazionale del Mugello,Tomomi Manako,JAPAN,Honda
1998,250cc,Autodromo Internazionale del Mugello,Marcellino Lucchi,ITALY,Aprilia
1998,500cc,Autodromo Internazionale del Mugello,Mick Doohan,AUSTRALIA,Honda
1998,125cc,Circuito de Jerez - Angel Nieto,Kazuto Sakata,JAPAN,Aprilia
1998,250cc,Circuito de Jerez - Angel Nieto,Loris Capirossi,ITALY,Aprilia
1998,500cc,Circuito de Jerez - Angel Nieto,Alex Criville,SPAIN,Honda
1998,125cc,Johor,Noboru Ueda,JAPAN,Honda
1998,250cc,Johor,Tetsuya Harada,JAPAN,Aprilia
1998,500cc,Johor,Mick Doohan,AUSTRALIA,Honda
1998,125cc,Suzuka,Kazuto Sakata,JAPAN,Aprilia
1998,250cc,Suzuka,Daijiro Kato,JAPAN,Honda
1998,500cc,Suzuka,Max Biaggi,ITALY,Honda
1997,125cc,Phillip Island,Noboru Ueda,JAPAN,Honda
1997,250cc,Phillip Island,Ralf Waldmann,GERMANY,Honda
1997,500cc,Phillip Island,Alex Criville,SPAIN,Honda
1997,125cc,Sentul,Valentino Rossi,ITALY,Aprilia
1997,250cc,Sentul,Max Biaggi,ITALY,Honda
1997,500cc,Sentul,Tadayuki Okada,JAPAN,Honda
1997,125cc,Circuit de Barcelona-Catalunya,Valentino Rossi,ITALY,Aprilia
1997,250cc,Circuit de Barcelona-Catalunya,Ralf Waldmann,GERMANY,Honda
1997,500cc,Circuit de Barcelona-Catalunya,Mick Doohan,AUSTRALIA,Honda
1997,125cc,Automotodrom Brno,Noboru Ueda,JAPAN,Honda
1997,250cc,Automotodrom Brno,Max Biaggi,ITALY,Honda
1997,500cc,Automotodrom Brno,Mick Doohan,AUSTRALIA,Honda
1997,125cc,Donington Park,Valentino Rossi,ITALY,Aprilia
1997,250cc,Donington Park,Ralf Waldmann,GERMANY,Honda
1997,500cc,Donington Park,Mick Doohan,AUSTRALIA,Honda
1997,125cc,Nelson Piquet,Valentino Rossi,ITALY,Aprilia
1997,250cc,Nelson Piquet,Olivier Jacque,FRANCE,Honda
1997,500cc,Nelson Piquet,Mick Doohan,AUSTRALIA,Honda
1997,125cc,Nurburgring,Valentino Rossi,ITALY,Aprilia
1997,250cc,Nurburgring,Tetsuya Harada,JAPAN,Aprilia
1997,500cc,Nurburgring,Mick Doohan,AUSTRALIA,Honda
1997,125cc,Imola,Valentino Rossi,ITALY,Aprilia
1997,250cc,Imola,Max Biaggi,ITALY,Honda
1997,500cc,Imola,Mick Doohan,AUSTRALIA,Honda
1997,125cc,TT Circuit Assen,Valentino Rossi,ITALY,Aprilia
1997,250cc,TT Circuit Assen,Tetsuya Harada,JAPAN,Aprilia
1997,500cc,TT Circuit Assen,Mick Doohan,AUSTRALIA,Honda
1997,125cc,Paul Ricard,Valentino Rossi,ITALY,Aprilia
1997,250cc,Paul Ricard,Tetsuya Harada,JAPAN,Aprilia
1997,500cc,Paul Ricard,Mick Doohan,AUSTRALIA,Honda
1997,125cc,Red Bull Ring - Spielberg,Noboru Ueda,JAPAN,Honda
1997,250cc,Red Bull Ring - Spielberg,Olivier Jacque,FRANCE,Honda
1997,500cc,Red Bull Ring - Spielberg,Mick Doohan,AUSTRALIA,Honda
1997,125cc,Autodromo Internazionale del Mugello,Valentino Rossi,ITALY,Aprilia
1997,250cc,Autodromo Internazionale del Mugello,Max Biaggi,ITALY,Honda
1997,500cc,Autodromo Internazionale del Mugello,Mick Doohan,AUSTRALIA,Honda
1997,125cc,Circuito de Jerez - Angel Nieto,Valentino Rossi,ITALY,Aprilia
1997,250cc,Circuito de Jerez - Angel Nieto,Ralf Waldmann,GERMANY,Honda
1997,500cc,Circuito de Jerez - Angel Nieto,Alex Criville,SPAIN,Honda
1997,125cc,Suzuka,Noboru Ueda,JAPAN,Honda
1997,250cc,Suzuka,Daijiro Kato,JAPAN,Honda
1997,500cc,Suzuka,Mick Doohan,AUSTRALIA,Honda
1997,125cc,Shah Alam,Valentino Rossi,ITALY,Aprilia
1997,250cc,Shah Alam,Max Biaggi,ITALY,Honda
1997,500cc,Shah Alam,Mick Doohan,AUSTRALIA,Honda
1996,125cc,Eastern Creek,Garry Mccoy,AUSTRALIA,Aprilia
1996,250cc,Eastern Creek,Max Biaggi,ITALY,Aprilia
1996,500cc,Eastern Creek,Loris Capirossi,ITALY,Yamaha
1996,125cc,Nelson Piquet,Haruchika Aoki,JAPAN,Honda
1996,250cc,Nelson Piquet,Olivier Jacque,FRANCE,Honda
1996,500cc,Nelson Piquet,Mick Doohan,AUSTRALIA,Honda
1996,125cc,Circuit de Barcelona-Catalunya,Tomomi Manako,JAPAN,Honda
1996,250cc,Circuit de Barcelona-Catalunya,Max Biaggi,ITALY,Aprilia
1996,500cc,Circuit de Barcelona-Catalunya,Carlos Checa,SPAIN,Honda
1996,125cc,Imola,Masaki Tokudome,JAPAN,Aprilia
1996,250cc,Imola,Ralf Waldmann,GERMANY,Honda
1996,500cc,Imola,Mick Doohan,AUSTRALIA,Honda
1996,125cc,Automotodrom Brno,Valentino Rossi,ITALY,Aprilia
1996,250cc,Automotodrom Brno,Max Biaggi,ITALY,Aprilia
1996,500cc,Automotodrom Brno,Alex Criville,SPAIN,Honda
1996,125cc,Red Bull Ring - Spielberg,Ivan Goi,ITALY,Honda
1996,250cc,Red Bull Ring - Spielberg,Ralf Waldmann,GERMANY,Honda
1996,500cc,Red Bull Ring - Spielberg,Alex Criville,SPAIN,Honda
1996,125cc,Donington Park,Stefano Perugini,ITALY,Aprilia
1996,250cc,Donington Park,Max Biaggi,ITALY,Aprilia
1996,500cc,Donington Park,Mick Doohan,AUSTRALIA,Honda
1996,125cc,Nurburgring,Masaki Tokudome,JAPAN,Aprilia
1996,250cc,Nurburgring,Ralf Waldmann,GERMANY,Honda
1996,500cc,Nurburgring,Luca Cadalora,ITALY,Honda
1996,125cc,TT Circuit Assen,Emilio Alzamora,SPAIN,Honda
1996,250cc,TT Circuit Assen,Ralf Waldmann,GERMANY,Honda
1996,500cc,TT Circuit Assen,Mick Doohan,AUSTRALIA,Honda
1996,125cc,Paul Ricard,Stefano Perugini,ITALY,Aprilia
1996,250cc,Paul Ricard,Max Biaggi,ITALY,Aprilia
1996,500cc,Paul Ricard,Mick Doohan,AUSTRALIA,Honda
1996,125cc,Autodromo Internazionale del Mugello,Peter Oettl,GERMANY,Aprilia
1996,250cc,Autodromo Internazionale del Mugello,Max Biaggi,ITALY,Aprilia
1996,500cc,Autodromo Internazionale del Mugello,Mick Doohan,AUSTRALIA,Honda
1996,125cc,Circuito de Jerez - Angel Nieto,Haruchika Aoki,JAPAN,Honda
1996,250cc,Circuito de Jerez - Angel Nieto,Max Biaggi,ITALY,Aprilia
1996,500cc,Circuito de Jerez - Angel Nieto,Mick Doohan,AUSTRALIA,Honda
1996,125cc,Suzuka,Masaki Tokudome,JAPAN,Aprilia
1996,250cc,Suzuka,Max Biaggi,ITALY,Aprilia
1996,500cc,Suzuka,Norick Abe,JAPAN,Yamaha
1996,125cc,Sentul,Masaki Tokudome,JAPAN,Aprilia
1996,250cc,Sentul,Tetsuya Harada,JAPAN,Yamaha
1996,500cc,Sentul,Mick Doohan,AUSTRALIA,Honda
1996,125cc,Shah Alam,Stefano Perugini,ITALY,Aprilia
1996,250cc,Shah Alam,Max Biaggi,ITALY,Aprilia
1996,500cc,Shah Alam,Luca Cadalora,ITALY,Honda
1995,125cc,Circuit de Barcelona-Catalunya,Haruchika Aoki,JAPAN,Honda
1995,250cc,Circuit de Barcelona-Catalunya,Max Biaggi,ITALY,Aprilia
1995,500cc,Circuit de Barcelona-Catalunya,Alex Criville,SPAIN,Honda
1995,125cc,Oscar A. Galvez,Emilio Alzamora,SPAIN,Honda
1995,250cc,Oscar A. Galvez,Max Biaggi,ITALY,Aprilia
1995,500cc,Oscar A. Galvez,Mick Doohan,AUSTRALIA,Honda
1995,125cc,Nelson Piquet,Masaki Tokudome,JAPAN,Aprilia
1995,250cc,Nelson Piquet,Doriano Romboni,ITALY,Honda
1995,500cc,Nelson Piquet,Luca Cadalora,ITALY,Yamaha
1995,125cc,Automotodrom Brno,Kazuto Sakata,JAPAN,Aprilia
1995,250cc,Automotodrom Brno,Max Biaggi,ITALY,Aprilia
1995,500cc,Automotodrom Brno,Luca Cadalora,ITALY,Yamaha
1995,125cc,Donington Park,Kazuto Sakata,JAPAN,Aprilia
1995,250cc,Donington Park,Max Biaggi,ITALY,Aprilia
1995,500cc,Donington Park,Mick Doohan,AUSTRALIA,Honda
1995,125cc,Le Mans,Haruchika Aoki,JAPAN,Honda
1995,250cc,Le Mans,Ralf Waldmann,GERMANY,Honda
1995,500cc,Le Mans,Mick Doohan,AUSTRALIA,Honda
1995,125cc,TT Circuit Assen,Dirk Raudies,GERMANY,Honda
1995,250cc,TT Circuit Assen,Max Biaggi,ITALY,Aprilia
1995,500cc,TT Circuit Assen,Mick Doohan,AUSTRALIA,Honda
1995,125cc,Autodromo Internazionale del Mugello,Haruchika Aoki,JAPAN,Honda
1995,250cc,Autodromo Internazionale del Mugello,Max Biaggi,ITALY,Aprilia
1995,500cc,Autodromo Internazionale del Mugello,Mick Doohan,AUSTRALIA,Honda
1995,125cc,Nurburgring,Haruchika Aoki,JAPAN,Honda
1995,250cc,Nurburgring,Max Biaggi,ITALY,Aprilia
1995,500cc,Nurburgring,Daryl Beattie,AUSTRALIA,Suzuki
1995,125cc,Circuito de Jerez - Angel Nieto,Haruchika Aoki,JAPAN,Honda
1995,250cc,Circuito de Jerez - Angel Nieto,Tetsuya Harada,JAPAN,Yamaha
1995,500cc,Circuito de Jerez - Angel Nieto,Alberto Puig,SPAIN,Honda
1995,125cc,Suzuka,Haruchika Aoki,JAPAN,Honda
1995,250cc,Suzuka,Ralf Waldmann,GERMANY,Honda
1995,500cc,Suzuka,Daryl Beattie,AUSTRALIA,Suzuki
1995,125cc,Shah Alam,Garry Mccoy,AUSTRALIA,Honda
1995,250cc,Shah Alam,Max Biaggi,ITALY,Aprilia
1995,500cc,Shah Alam,Mick Doohan,AUSTRALIA,Honda
1995,125cc,Eastern Creek,Haruchika Aoki,JAPAN,Honda
1995,250cc,Eastern Creek,Ralf Waldmann,GERMANY,Honda
1995,500cc,Eastern Creek,Mick Doohan,AUSTRALIA,Honda
1994,125cc,Circuit de Barcelona-Catalunya,Dirk Raudies,GERMANY,Honda
1994,250cc,Circuit de Barcelona-Catalunya,Max Biaggi,ITALY,Aprilia
1994,500cc,Circuit de Barcelona-Catalunya,Luca Cadalora,ITALY,Yamaha
1994,125cc,Oscar A. Galvez,Jorge Martinez,SPAIN,Yamaha
1994,250cc,Oscar A. Galvez,Tadayuki Okada,JAPAN,Honda
1994,500cc,Oscar A. Galvez,Mick Doohan,AUSTRALIA,Honda
1994,125cc,Mazda Raceway,Takeshi Tsujimura,JAPAN,Honda
1994,250cc,Mazda Raceway,Doriano Romboni,ITALY,Honda
1994,500cc,Mazda Raceway,Luca Cadalora,ITALY,Yamaha
1994,125cc,Automotodrom Brno,Kazuto Sakata,JAPAN,Aprilia
1994,250cc,Automotodrom Brno,Max Biaggi,ITALY,Aprilia
1994,500cc,Automotodrom Brno,Mick Doohan,AUSTRALIA,Honda
1994,125cc,Donington Park,Takeshi Tsujimura,JAPAN,Honda
1994,250cc,Donington Park,Loris Capirossi,ITALY,Honda
1994,500cc,Donington Park,Kevin Schwantz,UNITED STATES,Suzuki
1994,125cc,Le Mans,Noboru Ueda,JAPAN,Honda
1994,250cc,Le Mans,Loris Capirossi,ITALY,Honda
1994,500cc,Le Mans,Mick Doohan,AUSTRALIA,Honda
1994,125cc,Autodromo Internazionale del Mugello,Noboru Ueda,JAPAN,Honda
1994,250cc,Autodromo Internazionale del Mugello,Ralf Waldmann,GERMANY,Honda
1994,500cc,Autodromo Internazionale del Mugello,Mick Doohan,AUSTRALIA,Honda
1994,125cc,TT Circuit Assen,Takeshi Tsujimura,JAPAN,Honda
1994,250cc,TT Circuit Assen,Max Biaggi,ITALY,Aprilia
1994,500cc,TT Circuit Assen,Mick Doohan,AUSTRALIA,Honda
1994,125cc,Hockenheim,Dirk Raudies,GERMANY,Honda
1994,250cc,Hockenheim,Loris Capirossi,ITALY,Honda
1994,500cc,Hockenheim,Mick Doohan,AUSTRALIA,Honda
1994,125cc,Salzburgring,Dirk Raudies,GERMANY,Honda
1994,250cc,Salzburgring,Loris Capirossi,ITALY,Honda
1994,500cc,Salzburgring,Mick Doohan,AUSTRALIA,Honda
1994,125cc,Circuito de Jerez - Angel Nieto,Kazuto Sakata,JAPAN,Aprilia
1994,250cc,Circuito de Jerez - Angel Nieto,Jean Philippe Ruggia,FRANCE,Aprilia
1994,500cc,Circuito de Jerez - Angel Nieto,Mick Doohan,AUSTRALIA,Honda
1994,125cc,Suzuka,Takeshi Tsujimura,JAPAN,Honda
1994,250cc,Suzuka,Tadayuki Okada,JAPAN,Honda
1994,500cc,Suzuka,Kevin Schwantz,UNITED STATES,Suzuki
1994,125cc,Shah Alam,Noboru Ueda,JAPAN,Honda
1994,250cc,Shah Alam,Max Biaggi,ITALY,Aprilia
1994,500cc,Shah Alam,Mick Doohan,AUSTRALIA,Honda
1994,125cc,Eastern Creek,Kazuto Sakata,JAPAN,Aprilia
1994,250cc,Eastern Creek,Max Biaggi,ITALY,Aprilia
1994,500cc,Eastern Creek,John Kocinski,UNITED STATES,Cagiva
1993,125cc,Jarama,Ralf Waldmann,GERMANY,Aprilia
1993,250cc,Jarama,Tetsuya Harada,JAPAN,Yamaha
1993,500cc,Jarama,Alex Barros,BRAZIL,Suzuki
1993,125cc,Mazda Raceway,Dirk Raudies,GERMANY,Honda
1993,250cc,Mazda Raceway,Loris Capirossi,ITALY,Honda
1993,500cc,Mazda Raceway,John Kocinski,UNITED STATES,Cagiva
1993,125cc,Misano World Circuit Marco Simoncelli,Dirk Raudies,GERMANY,Honda
1993,250cc,Misano World Circuit Marco Simoncelli,Jean Philippe Ruggia,FRANCE,Aprilia
1993,500cc,Misano World Circuit Marco Simoncelli,Luca Cadalora,ITALY,Yamaha
1993,125cc,Automotodrom Brno,Kazuto Sakata,JAPAN,Honda
1993,250cc,Automotodrom Brno,Loris Reggiani,ITALY,Aprilia
1993,500cc,Automotodrom Brno,Wayne Rainey,UNITED STATES,Yamaha
1993,125cc,Donington Park,Dirk Raudies,GERMANY,Honda
1993,250cc,Donington Park,Jean Philippe Ruggia,FRANCE,Aprilia
1993,500cc,Donington Park,Luca Cadalora,ITALY,Yamaha
1993,125cc,Autodromo Internazionale del Mugello,Dirk Raudies,GERMANY,Honda
1993,250cc,Autodromo Internazionale del Mugello,Loris Capirossi,ITALY,Honda
1993,500cc,Autodromo Internazionale del Mugello,Mick Doohan,AUSTRALIA,Honda
1993,125cc,Circuit de Barcelona-Catalunya,Noboru Ueda,JAPAN,Honda
1993,250cc,Circuit de Barcelona-Catalunya,Max Biaggi,ITALY,Honda
1993,500cc,Circuit de Barcelona-Catalunya,Wayne Rainey,UNITED STATES,Yamaha
1993,125cc,TT Circuit Assen,Dirk Raudies,GERMANY,Honda
1993,250cc,TT Circuit Assen,Loris Capirossi,ITALY,Honda
1993,500cc,TT Circuit Assen,Kevin Schwantz,UNITED STATES,Suzuki
1993,125cc,Hockenheim,Dirk Raudies,GERMANY,Honda
1993,250cc,Hockenheim,Doriano Romboni,ITALY,Honda
1993,500cc,Hockenheim,Daryl Beattie,AUSTRALIA,Honda
1993,125cc,Salzburgring,Takeshi Tsujimura,JAPAN,Honda
1993,250cc,Salzburgring,Doriano Romboni,ITALY,Honda
1993,500cc,Salzburgring,Kevin Schwantz,UNITED STATES,Suzuki
1993,125cc,Circuito de Jerez - Angel Nieto,Kazuto Sakata,JAPAN,Honda
1993,250cc,Circuito de Jerez - Angel Nieto,Tetsuya Harada,JAPAN,Yamaha
1993,500cc,Circuito de Jerez - Angel Nieto,Kevin Schwantz,UNITED STATES,Suzuki
1993,125cc,Suzuka,Dirk Raudies,GERMANY,Honda
1993,250cc,Suzuka,Tetsuya Harada,JAPAN,Yamaha
1993,500cc,Suzuka,Wayne Rainey,UNITED STATES,Yamaha
1993,125cc,Shah Alam,Dirk Raudies,GERMANY,Honda
1993,250cc,Shah Alam,Nobuatsu Aoki,JAPAN,Honda
1993,500cc,Shah Alam,Wayne Rainey,UNITED STATES,Yamaha
1993,125cc,Eastern Creek,Dirk Raudies,GERMANY,Honda
1993,250cc,Eastern Creek,Tetsuya Harada,JAPAN,Yamaha
1993,500cc,Eastern Creek,Kevin Schwantz,UNITED STATES,Suzuki
1992,125cc,Kyalami,Jorge Martinez,SPAIN,Honda
1992,250cc,Kyalami,Max Biaggi,ITALY,Aprilia
1992,500cc,Kyalami,John Kocinski,UNITED STATES,Yamaha
1992,125cc,Interlagos,Dirk Raudies,GERMANY,Honda
1992,250cc,Interlagos,Luca Cadalora,ITALY,Honda
1992,500cc,Interlagos,Wayne Rainey,UNITED STATES,Yamaha
1992,125cc,Donington Park,Fausto Gresini,ITALY,Honda
1992,250cc,Donington Park,Pierfrancesco Chili,ITALY,Aprilia
1992,500cc,Donington Park,Wayne Gardner,AUSTRALIA,Honda
1992,125cc,Magny Cours,Ezio Gianola,ITALY,Honda
1992,250cc,Magny Cours,Loris Reggiani,ITALY,Aprilia
1992,500cc,Magny Cours,Wayne Rainey,UNITED STATES,Yamaha
1992,125cc,Hungaroring,Alessandro Gramigni,ITALY,Aprilia
1992,250cc,Hungaroring,Luca Cadalora,ITALY,Honda
1992,500cc,Hungaroring,Eddie Lawson,UNITED STATES,Cagiva
1992,125cc,TT Circuit Assen,Ezio Gianola,ITALY,Honda
1992,250cc,TT Circuit Assen,Pierfrancesco Chili,ITALY,Aprilia
1992,500cc,TT Circuit Assen,Alex Criville,SPAIN,Honda
1992,125cc,Hockenheim,Bruno Casanova,ITALY,Aprilia
1992,250cc,Hockenheim,Pierfrancesco Chili,ITALY,Aprilia
1992,500cc,Hockenheim,Mick Doohan,AUSTRALIA,Honda
1992,125cc,Circuit de Barcelona-Catalunya,Ezio Gianola,ITALY,Honda
1992,250cc,Circuit de Barcelona-Catalunya,Luca Cadalora,ITALY,Honda
1992,500cc,Circuit de Barcelona-Catalunya,Wayne Rainey,UNITED STATES,Yamaha
1992,125cc,Autodromo Internazionale del Mugello,Ezio Gianola,ITALY,Honda
1992,250cc,Autodromo Internazionale del Mugello,Luca Cadalora,ITALY,Honda
1992,500cc,Autodromo Internazionale del Mugello,Kevin Schwantz,UNITED STATES,Suzuki
1992,125cc,Circuito de Jerez - Angel Nieto,Ralf Waldmann,GERMANY,Honda
1992,250cc,Circuito de Jerez - Angel Nieto,Loris Reggiani,ITALY,Aprilia
1992,500cc,Circuito de Jerez - Angel Nieto,Mick Doohan,AUSTRALIA,Honda
1992,125cc,Shah Alam,Alessandro Gramigni,ITALY,Aprilia
1992,250cc,Shah Alam,Luca Cadalora,ITALY,Honda
1992,500cc,Shah Alam,Mick Doohan,AUSTRALIA,Honda
1992,125cc,Eastern Creek,Ralf Waldmann,GERMANY,Honda
1992,250cc,Eastern Creek,Luca Cadalora,ITALY,Honda
1992,500cc,Eastern Creek,Mick Doohan,AUSTRALIA,Honda
1992,125cc,Suzuka,Ralf Waldmann,GERMANY,Honda
1992,250cc,Suzuka,Luca Cadalora,ITALY,Honda
1992,500cc,Suzuka,Mick Doohan,AUSTRALIA,Honda
1991,125cc,Shah Alam,Loris Capirossi,ITALY,Honda
1991,250cc,Shah Alam,Luca Cadalora,ITALY,Honda
1991,500cc,Shah Alam,John Kocinski,UNITED STATES,Yamaha
1991,250cc,Le Mans,Helmut Bradl,GERMANY,Honda
1991,500cc,Le Mans,Kevin Schwantz,UNITED STATES,Suzuki
1991,125cc,Automotodrom Brno,Alessandro Gramigni,ITALY,Aprilia
1991,250cc,Automotodrom Brno,Helmut Bradl,GERMANY,Honda
1991,500cc,Automotodrom Brno,Wayne Rainey,UNITED STATES,Yamaha
1991,125cc,Autodromo Internazionale del Mugello,Peter Oettl,GERMANY,Rotax
1991,250cc,Autodromo Internazionale del Mugello,Luca Cadalora,ITALY,Honda
1991,500cc,Autodromo Internazionale del Mugello,Wayne Rainey,UNITED STATES,Yamaha
1991,125cc,Donington Park,Loris Capirossi,ITALY,Honda
1991,250cc,Donington Park,Luca Cadalora,ITALY,Honda
1991,500cc,Donington Park,Kevin Schwantz,UNITED STATES,Suzuki
1991,125cc,Paul Ricard,Loris Capirossi,ITALY,Honda
1991,250cc,Paul Ricard,Loris Reggiani,ITALY,Aprilia
1991,500cc,Paul Ricard,Wayne Rainey,UNITED STATES,Yamaha
1991,125cc,TT Circuit Assen,Ralf Waldmann,GERMANY,Honda
1991,250cc,TT Circuit Assen,Pierfrancesco Chili,ITALY,Aprilia
1991,500cc,TT Circuit Assen,Kevin Schwantz,UNITED STATES,Suzuki
1991,125cc,Jarama,Loris Capirossi,ITALY,Honda
1991,250cc,Jarama,Luca Cadalora,ITALY,Honda
1991,500cc,Jarama,Wayne Rainey,UNITED STATES,Yamaha
1991,125cc,Salzburgring,Fausto Gresini,ITALY,Honda
1991,250cc,Salzburgring,Helmut Bradl,GERMANY,Honda
1991,500cc,Salzburgring,Mick Doohan,AUSTRALIA,Honda
1991,125cc,Hockenheim,Ralf Waldmann,GERMANY,Honda
1991,250cc,Hockenheim,Helmut Bradl,GERMANY,Honda
1991,500cc,Hockenheim,Kevin Schwantz,UNITED STATES,Suzuki
1991,125cc,Misano World Circuit Marco Simoncelli,Fausto Gresini,ITALY,Honda
1991,250cc,Misano World Circuit Marco Simoncelli,Luca Cadalora,ITALY,Honda
1991,500cc,Misano World Circuit Marco Simoncelli,Mick Doohan,AUSTRALIA,Honda
1991,125cc,Circuito de Jerez - Angel Nieto,Noboru Ueda,JAPAN,Honda
1991,250cc,Circuito de Jerez - Angel Nieto,Helmut Bradl,GERMANY,Honda
1991,500cc,Circuito de Jerez - Angel Nieto,Mick Doohan,AUSTRALIA,Honda
1991,250cc,Mazda Raceway,Luca Cadalora,ITALY,Honda
1991,500cc,Mazda Raceway,Wayne Rainey,UNITED STATES,Yamaha
1991,125cc,Eastern Creek,Loris Capirossi,ITALY,Honda
1991,250cc,Eastern Creek,Luca Cadalora,ITALY,Honda
1991,500cc,Eastern Creek,Wayne Rainey,UNITED STATES,Yamaha
1991,125cc,Suzuka,Noboru Ueda,JAPAN,Honda
1991,250cc,Suzuka,Luca Cadalora,ITALY,Honda
1991,500cc,Suzuka,Kevin Schwantz,UNITED STATES,Suzuki
1990,125cc,Phillip Island,Loris Capirossi,ITALY,Honda
1990,250cc,Phillip Island,John Kocinski,UNITED STATES,Yamaha
1990,500cc,Phillip Island,Wayne Gardner,AUSTRALIA,Honda
1990,125cc,Hungaroring,Loris Capirossi,ITALY,Honda
1990,250cc,Hungaroring,John Kocinski,UNITED STATES,Yamaha
1990,500cc,Hungaroring,Mick Doohan,AUSTRALIA,Honda
1990,125cc,Automotodrom Brno,Hans Spaan,NETHERLANDS,Honda
1990,250cc,Automotodrom Brno,Carlos Cardús,SPAIN,Honda
1990,500cc,Automotodrom Brno,Wayne Rainey,UNITED STATES,Yamaha
1990,125cc,Anderstorp,Hans Spaan,NETHERLANDS,Honda
1990,250cc,Anderstorp,Carlos Cardús,SPAIN,Honda
1990,500cc,Anderstorp,Wayne Rainey,UNITED STATES,Yamaha
1990,125cc,Donington Park,Loris Capirossi,ITALY,Honda
1990,250cc,Donington Park,Luca Cadalora,ITALY,Yamaha
1990,500cc,Donington Park,Kevin Schwantz,UNITED STATES,Suzuki
1990,125cc,Le Mans,Hans Spaan,NETHERLANDS,Honda
1990,250cc,Le Mans,Carlos Cardús,SPAIN,Honda
1990,500cc,Le Mans,Kevin Schwantz,UNITED STATES,Suzuki
1990,125cc,Spa-Francorchamps,Hans Spaan,NETHERLANDS,Honda
1990,250cc,Spa-Francorchamps,John Kocinski,UNITED STATES,Yamaha
1990,500cc,Spa-Francorchamps,Wayne Rainey,UNITED STATES,Yamaha
1990,125cc,TT Circuit Assen,Doriano Romboni,ITALY,Honda
1990,250cc,TT Circuit Assen,John Kocinski,UNITED STATES,Yamaha
1990,500cc,TT Circuit Assen,Kevin Schwantz,UNITED STATES,Suzuki
1990,125cc,Rijeka,Stefan Prein,GERMANY,Honda
1990,250cc,Rijeka,Carlos Cardús,SPAIN,Honda
1990,500cc,Rijeka,Wayne Rainey,UNITED STATES,Yamaha
1990,125cc,Salzburgring,Jorge Martinez,SPAIN,JJ Cobas
1990,250cc,Salzburgring,Luca Cadalora,ITALY,Yamaha
1990,500cc,Salzburgring,Kevin Schwantz,UNITED STATES,Suzuki
1990,125cc,Nurburgring,Doriano Romboni,ITALY,Honda
1990,250cc,Nurburgring,Wilco Zeelenberg,NETHERLANDS,Honda
1990,500cc,Nurburgring,Kevin Schwantz,UNITED STATES,Suzuki
1990,125cc,Misano World Circuit Marco Simoncelli,Jorge Martinez,SPAIN,JJ Cobas
1990,250cc,Misano World Circuit Marco Simoncelli,John Kocinski,UNITED STATES,Yamaha
1990,500cc,Misano World Circuit Marco Simoncelli,Wayne Rainey,UNITED STATES,Yamaha
1990,125cc,Circuito de Jerez - Angel Nieto,Jorge Martinez,SPAIN,JJ Cobas
1990,250cc,Circuito de Jerez - Angel Nieto,John Kocinski,UNITED STATES,Yamaha
1990,500cc,Circuito de Jerez - Angel Nieto,Wayne Gardner,AUSTRALIA,Honda
1990,250cc,Mazda Raceway,John Kocinski,UNITED STATES,Yamaha
1990,500cc,Mazda Raceway,Wayne Rainey,UNITED STATES,Yamaha
1990,125cc,Suzuka,Hans Spaan,NETHERLANDS,Honda
1990,250cc,Suzuka,Luca Cadalora,ITALY,Yamaha
1990,500cc,Suzuka,Wayne Rainey,UNITED STATES,Yamaha
1989,250cc,Goiania,Luca Cadalora,ITALY,Yamaha
1989,500cc,Goiania,Kevin Schwantz,UNITED STATES,Suzuki
1989,125cc,Automotodrom Brno,Alex Criville,SPAIN,JJ Cobas
1989,80cc,Automotodrom Brno,Herri Torrontegui,SPAIN,Krauser
1989,250cc,Automotodrom Brno,Reinhold Roth,GERMANY,Honda
1989,500cc,Automotodrom Brno,Kevin Schwantz,UNITED STATES,Suzuki
1989,125cc,Anderstorp,Alex Criville,SPAIN,JJ Cobas
1989,250cc,Anderstorp,Sito Pons,SPAIN,Honda
1989,500cc,Anderstorp,Eddie Lawson,UNITED STATES,Honda
1989,125cc,Donington Park,Hans Spaan,NETHERLANDS,Honda
1989,250cc,Donington Park,Sito Pons,SPAIN,Honda
1989,500cc,Donington Park,Kevin Schwantz,UNITED STATES,Suzuki
1989,125cc,Le Mans,Jorge Martinez,SPAIN,Derbi
1989,250cc,Le Mans,Carlos Cardús,SPAIN,Honda
1989,500cc,Le Mans,Eddie Lawson,UNITED STATES,Honda
1989,125cc,Spa-Francorchamps,Hans Spaan,NETHERLANDS,Honda
1989,250cc,Spa-Francorchamps,Jacques Cornu,SWITZERLAND,Honda
1989,500cc,Spa-Francorchamps,Eddie Lawson,UNITED STATES,Honda
1989,125cc,TT Circuit Assen,Hans Spaan,NETHERLANDS,Honda
1989,80cc,TT Circuit Assen,Peter Oettl,GERMANY,Krauser
1989,250cc,TT Circuit Assen,Reinhold Roth,GERMANY,Honda
