Season,Category,Circuit,Rider,Country,Constructor
1972,125cc,Nurburgring,Gilberto Parlotti,ITALY,Morbidelli
1972,350cc,Nurburgring,Jarno Saarinen,FINLAND,Yamaha
1972,50cc,Nurburgring,Jan De Vries,NETHERLANDS,Kreidler
1972,250cc,Nurburgring,Hideo Kanaya,JAPAN,Yamaha
1972,500cc,Nurburgring,Giacomo Agostini,ITALY,MV Agusta
1971,125cc,Jarama,Angel Nieto,SPAIN,Derbi
1971,350cc,Jarama,Teuvo Lansivuori,FINLAND,Yamaha
1971,50cc,Jarama,Jan De Vries,NETHERLANDS,Kreidler
1971,250cc,Jarama,Jarno Saarinen,FINLAND,Yamaha
1971,500cc,Jarama,Dave Simmonds,GREAT BRITAIN,Kawasaki
1971,125cc,Monza,Gilberto Parlotti,ITALY,Morbidelli
1971,350cc,Monza,Jarno Saarinen,FINLAND,Yamaha
1971,50cc,Monza,Jan De Vries,NETHERLANDS,Kreidler
1971,250cc,Monza,Gyula Marsovszky,SWITZERLAND,Yamaha
1971,500cc,Monza,Alberto Pagani,ITALY,MV Agusta
1971,350cc,Belfast,Peter Williams,GREAT BRITAIN,MZ
1971,250cc,Belfast,Ray Mccullough,IRELAND,Yamsel
1971,500cc,Belfast,Jack Findlay,AUSTRALIA,Suzuki
1971,125cc,Imatra,Barry Sheene,GREAT BRITAIN,Suzuki
1971,350cc,Imatra,Giacomo Agostini,ITALY,MV Agusta
1971,250cc,Imatra,Rodney Gould,GREAT BRITAIN,Yamaha
1971,500cc,Imatra,Giacomo Agostini,ITALY,MV Agusta
1971,125cc,Anderstorp,Barry Sheene,GREAT BRITAIN,Suzuki
1971,350cc,Anderstorp,Giacomo Agostini,ITALY,MV Agusta
1971,50cc,Anderstorp,Angel Nieto,SPAIN,Derbi
1971,250cc,Anderstorp,Rodney Gould,GREAT BRITAIN,Yamaha
1971,500cc,Anderstorp,Giacomo Agostini,ITALY,MV Agusta
1971,125cc,Automotodrom Brno,Angel Nieto,SPAIN,Derbi
1971,350cc,Automotodrom Brno,Jarno Saarinen,FINLAND,Yamaha
1971,50cc,Automotodrom Brno,Barry Sheene,GREAT BRITAIN,Kreidler
1971,250cc,Automotodrom Brno,Janos Drapal,HUNGARY,Yamaha
1971,125cc,Sachsenring,Angel Nieto,SPAIN,Derbi
1971,350cc,Sachsenring,Giacomo Agostini,ITALY,MV Agusta
1971,50cc,Sachsenring,Angel Nieto,SPAIN,Derbi
1971,250cc,Sachsenring,Dieter Braun,GERMANY,Yamaha
1971,500cc,Sachsenring,Giacomo Agostini,ITALY,MV Agusta
1971,125cc,Spa-Francorchamps,Barry Sheene,GREAT BRITAIN,Suzuki
1971,50cc,Spa-Francorchamps,Jan De Vries,NETHERLANDS,Kreidler
1971,250cc,Spa-Francorchamps,Silvio Grassetti,ITALY,MZ
1971,500cc,Spa-Francorchamps,Giacomo Agostini,ITALY,MV Agusta
1971,125cc,TT Circuit Assen,Angel Nieto,SPAIN,Derbi
1971,350cc,TT Circuit Assen,Giacomo Agostini,ITALY,MV Agusta
1971,50cc,TT Circuit Assen,Angel Nieto,SPAIN,Derbi
1971,250cc,TT Circuit Assen,Phil Read,GREAT BRITAIN,Yamaha
1971,500cc,TT Circuit Assen,Giacomo Agostini,ITALY,MV Agusta
1971,125cc,Isle of Man,Chas Mortimer,GREAT BRITAIN,Yamaha
1971,350cc,Isle of Man,Tony Jefferies,GREAT BRITAIN,Yamsel
1971,250cc,Isle of Man,Phil Read,GREAT BRITAIN,Yamaha
1971,500cc,Isle of Man,Giacomo Agostini,ITALY,MV Agusta
1971,125cc,Hockenheim,Dave Simmonds,GREAT BRITAIN,Kawasaki
1971,350cc,Hockenheim,Giacomo Agostini,ITALY,MV Agusta
1971,50cc,Hockenheim,Jan De Vries,NETHERLANDS,Kreidler
1971,250cc,Hockenheim,Phil Read,GREAT BRITAIN,Yamaha
1971,500cc,Hockenheim,Giacomo Agostini,ITALY,MV Agusta
1971,125cc,Salzburgring,Angel Nieto,SPAIN,Derbi
1971,350cc,Salzburgring,Giacomo Agostini,ITALY,MV Agusta
1971,50cc,Salzburgring,Jan De Vries,NETHERLANDS,Kreidler
1971,250cc,Salzburgring,Silvio Grassetti,ITALY,MZ
1971,500cc,Salzburgring,Giacomo Agostini,ITALY,MV Agusta
1970,125cc,Montjuïc,Angel Nieto,SPAIN,Derbi
1970,350cc,Montjuïc,Angelo Bergamonti,ITALY,MV Agusta
1970,50cc,Montjuïc,Salvador Cañellas,SPAIN,Derbi
1970,250cc,Montjuïc,Kent Andersson,SWEDEN,Yamaha
1970,500cc,Montjuïc,Angelo Bergamonti,ITALY,MV Agusta
1970,125cc,Monza,Angel Nieto,SPAIN,Derbi
1970,350cc,Monza,Giacomo Agostini,ITALY,MV Agusta
1970,50cc,Monza,Jan De Vries,NETHERLANDS,Kreidler
1970,250cc,Monza,Rodney Gould,GREAT BRITAIN,Yamaha
1970,500cc,Monza,Giacomo Agostini,ITALY,MV Agusta
1970,350cc,Belfast,Giacomo Agostini,ITALY,MV Agusta
1970,50cc,Belfast,Angel Nieto,SPAIN,Derbi
1970,250cc,Belfast,Kel Carruthers,AUSTRALIA,Yamaha
1970,500cc,Belfast,Giacomo Agostini,ITALY,MV Agusta
1970,125cc,Imatra,Dave Simmonds,GREAT BRITAIN,Kawasaki
1970,350cc,Imatra,Giacomo Agostini,ITALY,MV Agusta
1970,250cc,Imatra,Rodney Gould,GREAT BRITAIN,Yamaha
1970,500cc,Imatra,Giacomo Agostini,ITALY,MV Agusta
1970,125cc,Automotodrom Brno,Gilberto Parlotti,ITALY,Morbidelli
1970,350cc,Automotodrom Brno,Giacomo Agostini,ITALY,MV Agusta
1970,50cc,Automotodrom Brno,Aalt Toersen,NETHERLANDS,Jamathi
1970,250cc,Automotodrom Brno,Kel Carruthers,AUSTRALIA,Yamaha
1970,125cc,Sachsenring,Angel Nieto,SPAIN,Derbi
1970,350cc,Sachsenring,Giacomo Agostini,ITALY,MV Agusta
1970,50cc,Sachsenring,Aalt Toersen,NETHERLANDS,Jamathi
1970,250cc,Sachsenring,Rodney Gould,GREAT BRITAIN,Yamaha
1970,500cc,Sachsenring,Giacomo Agostini,ITALY,MV Agusta
1970,125cc,Spa-Francorchamps,Angel Nieto,SPAIN,Derbi
1970,50cc,Spa-Francorchamps,Aalt Toersen,NETHERLANDS,Jamathi
1970,250cc,Spa-Francorchamps,Rodney Gould,GREAT BRITAIN,Yamaha
1970,500cc,Spa-Francorchamps,Giacomo Agostini,ITALY,MV Agusta
1970,125cc,TT Circuit Assen,Dieter Braun,GERMANY,Suzuki
1970,350cc,TT Circuit Assen,Giacomo Agostini,ITALY,MV Agusta
1970,50cc,TT Circuit Assen,Angel Nieto,SPAIN,Derbi
1970,250cc,TT Circuit Assen,Rodney Gould,GREAT BRITAIN,Yamaha
1970,500cc,TT Circuit Assen,Giacomo Agostini,ITALY,MV Agusta
1970,125cc,Isle of Man,Dieter Braun,GERMANY,Suzuki
1970,350cc,Isle of Man,Giacomo Agostini,ITALY,MV Agusta
1970,250cc,Isle of Man,Kel Carruthers,AUSTRALIA,Yamaha
1970,500cc,Isle of Man,Giacomo Agostini,ITALY,MV Agusta
1970,125cc,Opatija,Dieter Braun,GERMANY,Suzuki
1970,350cc,Opatija,Giacomo Agostini,ITALY,MV Agusta
1970,50cc,Opatija,Angel Nieto,SPAIN,Derbi
1970,250cc,Opatija,Santiago Herrero,SPAIN,Ossa
1970,500cc,Opatija,Giacomo Agostini,ITALY,MV Agusta
1970,125cc,Le Mans,Dieter Braun,GERMANY,Suzuki
1970,50cc,Le Mans,Angel Nieto,SPAIN,Derbi
1970,250cc,Le Mans,Rodney Gould,GREAT BRITAIN,Yamaha
1970,500cc,Le Mans,Giacomo Agostini,ITALY,MV Agusta
1970,125cc,Nurburgring,John Dodds,AUSTRALIA,Aermacchi
1970,350cc,Nurburgring,Giacomo Agostini,ITALY,MV Agusta
1970,50cc,Nurburgring,Angel Nieto,SPAIN,Derbi
1970,250cc,Nurburgring,Kel Carruthers,AUSTRALIA,Yamaha
1970,500cc,Nurburgring,Giacomo Agostini,ITALY,MV Agusta
1969,125cc,Opatija,Dieter Braun,GERMANY,Suzuki
1969,350cc,Opatija,Silvio Grassetti,ITALY,Jawa
1969,50cc,Opatija,Paul Lodewijkx,NETHERLANDS,Jamathi
1969,250cc,Opatija,Kel Carruthers,AUSTRALIA,Benelli
1969,500cc,Opatija,Godfrey Nash,GREAT BRITAIN,Norton
1969,125cc,Imola,Dave Simmonds,GREAT BRITAIN,Kawasaki
1969,350cc,Imola,Phil Read,GREAT BRITAIN,Yamaha
1969,50cc,Imola,Paul Lodewijkx,NETHERLANDS,Jamathi
1969,250cc,Imola,Phil Read,GREAT BRITAIN,Yamaha
1969,500cc,Imola,Alberto Pagani,ITALY,Linto
1969,350cc,Belfast,Giacomo Agostini,ITALY,MV Agusta
1969,50cc,Belfast,Angel Nieto,SPAIN,Derbi
1969,250cc,Belfast,Kel Carruthers,AUSTRALIA,Benelli
1969,500cc,Belfast,Giacomo Agostini,ITALY,MV Agusta
1969,125cc,Imatra,Dave Simmonds,GREAT BRITAIN,Kawasaki
1969,350cc,Imatra,Giacomo Agostini,ITALY,MV Agusta
1969,250cc,Imatra,Kent Andersson,SWEDEN,Yamaha
1969,500cc,Imatra,Giacomo Agostini,ITALY,MV Agusta
1969,125cc,Automotodrom Brno,Dave Simmonds,GREAT BRITAIN,Kawasaki
1969,350cc,Automotodrom Brno,Giacomo Agostini,ITALY,MV Agusta
1969,50cc,Automotodrom Brno,Paul Lodewijkx,NETHERLANDS,Jamathi
1969,250cc,Automotodrom Brno,Renzo Pasolini,ITALY,Benelli
1969,500cc,Automotodrom Brno,Giacomo Agostini,ITALY,MV Agusta
1969,125cc,Sachsenring,Dave Simmonds,GREAT BRITAIN,Kawasaki
1969,350cc,Sachsenring,Giacomo Agostini,ITALY,MV Agusta
1969,50cc,Sachsenring,Angel Nieto,SPAIN,Derbi
1969,250cc,Sachsenring,Renzo Pasolini,ITALY,Benelli
1969,500cc,Sachsenring,Giacomo Agostini,ITALY,MV Agusta
1969,125cc,Spa-Francorchamps,Dave Simmonds,GREAT BRITAIN,Kawasaki
1969,50cc,Spa-Francorchamps,Barry Smith,AUSTRALIA,Derbi
1969,250cc,Spa-Francorchamps,Santiago Herrero,SPAIN,Ossa
1969,500cc,Spa-Francorchamps,Giacomo Agostini,ITALY,MV Agusta
1969,125cc,TT Circuit Assen,Dave Simmonds,GREAT BRITAIN,Kawasaki
1969,350cc,TT Circuit Assen,Giacomo Agostini,ITALY,MV Agusta
1969,50cc,TT Circuit Assen,Barry Smith,AUSTRALIA,Derbi
1969,250cc,TT Circuit Assen,Renzo Pasolini,ITALY,Benelli
1969,500cc,TT Circuit Assen,Giacomo Agostini,ITALY,MV Agusta
1969,125cc,Isle of Man,Dave Simmonds,GREAT BRITAIN,Kawasaki
1969,350cc,Isle of Man,Giacomo Agostini,ITALY,MV Agusta
1969,250cc,Isle of Man,Kel Carruthers,AUSTRALIA,Benelli
1969,500cc,Isle of Man,Giacomo Agostini,ITALY,MV Agusta
1969,125cc,Le Mans,Jean Aureal,FRANCE,Yamaha
1969,50cc,Le Mans,Aalt Toersen,NETHERLANDS,Kreidler
1969,250cc,Le Mans,Santiago Herrero,SPAIN,Ossa
1969,500cc,Le Mans,Giacomo Agostini,ITALY,MV Agusta
1969,125cc,Hockenheim,Dave Simmonds,GREAT BRITAIN,Kawasaki
1969,350cc,Hockenheim,Giacomo Agostini,ITALY,MV Agusta
1969,50cc,Hockenheim,Aalt Toersen,NETHERLANDS,Kreidler
1969,250cc,Hockenheim,Kent Andersson,SWEDEN,Yamaha
1969,500cc,Hockenheim,Giacomo Agostini,ITALY,MV Agusta
1969,125cc,Jarama,Cees Van Dongen,NETHERLANDS,Suzuki
1969,350cc,Jarama,Giacomo Agostini,ITALY,MV Agusta
1969,50cc,Jarama,Aalt Toersen,NETHERLANDS,Kreidler
1969,250cc,Jarama,Santiago Herrero,SPAIN,Ossa
1969,500cc,Jarama,Giacomo Agostini,ITALY,MV Agusta
1968,125cc,Monza,Bill Ivy,GREAT BRITAIN,Yamaha
1968,350cc,Monza,Giacomo Agostini,ITALY,MV Agusta
1968,250cc,Monza,Phil Read,GREAT BRITAIN,Yamaha
1968,500cc,Monza,Giacomo Agostini,ITALY,MV Agusta
1968,125cc,Belfast,Bill Ivy,GREAT BRITAIN,Yamaha
1968,350cc,Belfast,Giacomo Agostini,ITALY,MV Agusta
1968,250cc,Belfast,Bill Ivy,GREAT BRITAIN,Yamaha
1968,500cc,Belfast,Giacomo Agostini,ITALY,MV Agusta
1968,125cc,Imatra,Phil Read,GREAT BRITAIN,Yamaha
1968,250cc,Imatra,Phil Read,GREAT BRITAIN,Yamaha
1968,500cc,Imatra,Giacomo Agostini,ITALY,MV Agusta
1968,125cc,Automotodrom Brno,Phil Read,GREAT BRITAIN,Yamaha
1968,350cc,Automotodrom Brno,Giacomo Agostini,ITALY,MV Agusta
1968,250cc,Automotodrom Brno,Phil Read,GREAT BRITAIN,Yamaha
1968,500cc,Automotodrom Brno,Giacomo Agostini,ITALY,MV Agusta
1968,125cc,Sachsenring,Phil Read,GREAT BRITAIN,Yamaha
1968,350cc,Sachsenring,Giacomo Agostini,ITALY,MV Agusta
1968,250cc,Sachsenring,Bill Ivy,GREAT BRITAIN,Yamaha
1968,500cc,Sachsenring,Giacomo Agostini,ITALY,MV Agusta
1968,50cc,Spa-Francorchamps,Hans-Georg Anscheidt,GERMANY,Suzuki
1968,250cc,Spa-Francorchamps,Phil Read,GREAT BRITAIN,Yamaha
1968,500cc,Spa-Francorchamps,Giacomo Agostini,ITALY,MV Agusta
1968,125cc,TT Circuit Assen,Phil Read,GREAT BRITAIN,Yamaha
1968,350cc,TT Circuit Assen,Giacomo Agostini,ITALY,MV Agusta
1968,50cc,TT Circuit Assen,Paul Lodewijkx,NETHERLANDS,Jamathi
1968,250cc,TT Circuit Assen,Bill Ivy,GREAT BRITAIN,Yamaha
1968,500cc,TT Circuit Assen,Giacomo Agostini,ITALY,MV Agusta
1968,125cc,Isle of Man,Phil Read,GREAT BRITAIN,Yamaha
1968,350cc,Isle of Man,Giacomo Agostini,ITALY,MV Agusta
1968,50cc,Isle of Man,Barry Smith,AUSTRALIA,Derbi
1968,250cc,Isle of Man,Bill Ivy,GREAT BRITAIN,Yamaha
1968,500cc,Isle of Man,Giacomo Agostini,ITALY,MV Agusta
1968,125cc,Montjuïc,Salvador Cañellas,SPAIN,Bultaco
1968,50cc,Montjuïc,Hans-Georg Anscheidt,GERMANY,Suzuki
1968,250cc,Montjuïc,Phil Read,GREAT BRITAIN,Yamaha
1968,500cc,Montjuïc,Giacomo Agostini,ITALY,MV Agusta
1968,125cc,Nurburgring,Phil Read,GREAT BRITAIN,Yamaha
1968,350cc,Nurburgring,Giacomo Agostini,ITALY,MV Agusta
1968,50cc,Nurburgring,Hans-Georg Anscheidt,GERMANY,Suzuki
1968,250cc,Nurburgring,Bill Ivy,GREAT BRITAIN,Yamaha
1968,500cc,Nurburgring,Giacomo Agostini,ITALY,MV Agusta
1967,125cc,Fisco,Bill Ivy,GREAT BRITAIN,Yamaha
1967,350cc,Fisco,Mike Hailwood,GREAT BRITAIN,Honda
1967,50cc,Fisco,Mitsuo Itoh,JAPAN,Suzuki
1967,250cc,Fisco,Ralph Bryans,IRELAND,Honda
1967,125cc,Mosport,Bill Ivy,GREAT BRITAIN,Yamaha
1967,250cc,Mosport,Mike Hailwood,GREAT BRITAIN,Honda
1967,500cc,Mosport,Mike Hailwood,GREAT BRITAIN,Honda
1967,125cc,Monza,Bill Ivy,GREAT BRITAIN,Yamaha
1967,350cc,Monza,Ralph Bryans,IRELAND,Honda
1967,250cc,Monza,Phil Read,GREAT BRITAIN,Yamaha
1967,500cc,Monza,Giacomo Agostini,ITALY,MV Agusta
1967,125cc,Belfast,Bill Ivy,GREAT BRITAIN,Yamaha
1967,350cc,Belfast,Giacomo Agostini,ITALY,MV Agusta
1967,250cc,Belfast,Mike Hailwood,GREAT BRITAIN,Honda
1967,500cc,Belfast,Mike Hailwood,GREAT BRITAIN,Honda
1967,125cc,Imatra,Stuart Graham,GREAT BRITAIN,Suzuki
1967,250cc,Imatra,Mike Hailwood,GREAT BRITAIN,Honda
1967,500cc,Imatra,Giacomo Agostini,ITALY,MV Agusta
1967,125cc,Automotodrom Brno,Bill Ivy,GREAT BRITAIN,Yamaha
1967,350cc,Automotodrom Brno,Mike Hailwood,GREAT BRITAIN,Honda
1967,250cc,Automotodrom Brno,Phil Read,GREAT BRITAIN,Yamaha
1967,500cc,Automotodrom Brno,Mike Hailwood,GREAT BRITAIN,Honda
1967,125cc,Sachsenring,Bill Ivy,GREAT BRITAIN,Yamaha
1967,350cc,Sachsenring,Mike Hailwood,GREAT BRITAIN,Honda
1967,250cc,Sachsenring,Phil Read,GREAT BRITAIN,Yamaha
1967,500cc,Sachsenring,Giacomo Agostini,ITALY,MV Agusta
1967,50cc,Spa-Francorchamps,Hans-Georg Anscheidt,GERMANY,Suzuki
1967,250cc,Spa-Francorchamps,Bill Ivy,GREAT BRITAIN,Yamaha
1967,500cc,Spa-Francorchamps,Giacomo Agostini,ITALY,MV Agusta
1967,125cc,TT Circuit Assen,Phil Read,GREAT BRITAIN,Yamaha
1967,350cc,TT Circuit Assen,Mike Hailwood,GREAT BRITAIN,Honda
1967,50cc,TT Circuit Assen,Yoshimi Katayama,JAPAN,Suzuki
1967,250cc,TT Circuit Assen,Mike Hailwood,GREAT BRITAIN,Honda
1967,500cc,TT Circuit Assen,Mike Hailwood,GREAT BRITAIN,Honda
1967,125cc,Isle of Man,Phil Read,GREAT BRITAIN,Yamaha
1967,350cc,Isle of Man,Mike Hailwood,GREAT BRITAIN,Honda
1967,50cc,Isle of Man,Stuart Graham,GREAT BRITAIN,Suzuki
1967,250cc,Isle of Man,Mike Hailwood,GREAT BRITAIN,Honda
1967,500cc,Isle of Man,Mike Hailwood,GREAT BRITAIN,Honda
1967,125cc,Clermont-Ferrand,Bill Ivy,GREAT BRITAIN,Yamaha
1967,50cc,Clermont-Ferrand,Yoshimi Katayama,JAPAN,Suzuki
1967,250cc,Clermont-Ferrand,Bill Ivy,GREAT BRITAIN,Yamaha
1967,125cc,Hockenheim,Yoshimi Katayama,JAPAN,Suzuki
1967,350cc,Hockenheim,Mike Hailwood,GREAT BRITAIN,Honda
1967,50cc,Hockenheim,Hans-Georg Anscheidt,GERMANY,Suzuki
1967,250cc,Hockenheim,Ralph Bryans,IRELAND,Honda
1967,500cc,Hockenheim,Giacomo Agostini,ITALY,MV Agusta
1967,125cc,Montjuïc,Bill Ivy,GREAT BRITAIN,Yamaha
1967,50cc,Montjuïc,Hans-Georg Anscheidt,GERMANY,Suzuki
1967,250cc,Montjuïc,Phil Read,GREAT BRITAIN,Yamaha
1966,125cc,Fisco,Bill Ivy,GREAT BRITAIN,Yamaha
1966,350cc,Fisco,Phil Read,GREAT BRITAIN,Yamaha
1966,50cc,Fisco,Yoshimi Katayama,JAPAN,Suzuki
1966,250cc,Fisco,Horoshi Hasegawa,JAPAN,Yamaha
1966,125cc,Monza,Luigi Taveri,SWITZERLAND,Honda
1966,350cc,Monza,Giacomo Agostini,ITALY,MV Agusta
1966,50cc,Monza,Hans-Georg Anscheidt,GERMANY,Suzuki
1966,250cc,Monza,Mike Hailwood,GREAT BRITAIN,Honda
1966,500cc,Monza,Giacomo Agostini,ITALY,MV Agusta
1966,125cc,Isle of Man,Bill Ivy,GREAT BRITAIN,Yamaha
1966,350cc,Isle of Man,Giacomo Agostini,ITALY,MV Agusta
1966,250cc,Isle of Man,Mike Hailwood,GREAT BRITAIN,Honda
1966,500cc,Isle of Man,Mike Hailwood,GREAT BRITAIN,Honda
1966,125cc,Belfast,Luigi Taveri,SWITZERLAND,Honda
1966,350cc,Belfast,Mike Hailwood,GREAT BRITAIN,Honda
1966,250cc,Belfast,Ginger Molloy,NEW ZEALAND,Bultaco
1966,500cc,Belfast,Mike Hailwood,GREAT BRITAIN,Honda
1966,125cc,Imatra,Phil Read,GREAT BRITAIN,Yamaha
1966,350cc,Imatra,Mike Hailwood,GREAT BRITAIN,Honda
1966,250cc,Imatra,Mike Hailwood,GREAT BRITAIN,Honda
1966,500cc,Imatra,Giacomo Agostini,ITALY,MV Agusta
1966,125cc,Automotodrom Brno,Luigi Taveri,SWITZERLAND,Honda
1966,350cc,Automotodrom Brno,Mike Hailwood,GREAT BRITAIN,Honda
1966,250cc,Automotodrom Brno,Mike Hailwood,GREAT BRITAIN,Honda
1966,500cc,Automotodrom Brno,Mike Hailwood,GREAT BRITAIN,Honda
1966,125cc,Sachsenring,Luigi Taveri,SWITZERLAND,Honda
1966,250cc,Sachsenring,Mike Hailwood,GREAT BRITAIN,Honda
1966,500cc,Sachsenring,Franta Stastny,CZECHOSLOVAKIA,Jawa-CZ
1966,350cc,Spa-Francorchamps,Giacomo Agostini,ITALY,MV Agusta
1966,50cc,Isle of Man,Ralph Bryans,IRELAND,Honda
1966,250cc,Spa-Francorchamps,Mike Hailwood,GREAT BRITAIN,Honda
1966,500cc,Spa-Francorchamps,Giacomo Agostini,ITALY,MV Agusta
1966,125cc,TT Circuit Assen,Bill Ivy,GREAT BRITAIN,Yamaha
1966,350cc,TT Circuit Assen,Mike Hailwood,GREAT BRITAIN,Honda
1966,50cc,TT Circuit Assen,Luigi Taveri,SWITZERLAND,Honda
1966,250cc,TT Circuit Assen,Mike Hailwood,GREAT BRITAIN,Honda
1966,500cc,TT Circuit Assen,Jim Redman,RHODESIA,Honda
1966,350cc,Clermont-Ferrand,Mike Hailwood,GREAT BRITAIN,Honda
1966,250cc,Clermont-Ferrand,Mike Hailwood,GREAT BRITAIN,Honda
1966,125cc,Hockenheim,Luigi Taveri,SWITZERLAND,Honda
1966,350cc,Hockenheim,Mike Hailwood,GREAT BRITAIN,Honda
1966,50cc,Hockenheim,Hans-Georg Anscheidt,GERMANY,Suzuki
1966,250cc,Hockenheim,Mike Hailwood,GREAT BRITAIN,Honda
1966,500cc,Hockenheim,Jim Redman,RHODESIA,Honda
1966,125cc,Montjuïc,Bill Ivy,GREAT BRITAIN,Yamaha
1966,50cc,Montjuïc,Luigi Taveri,SWITZERLAND,Honda
1966,250cc,Montjuïc,Mike Hailwood,GREAT BRITAIN,Honda
1965,125cc,Suzuka,Hugh Anderson,NEW ZEALAND,Suzuki
1965,350cc,Suzuka,Mike Hailwood,GREAT BRITAIN,MV Agusta
1965,50cc,Suzuka,Luigi Taveri,SWITZERLAND,Honda
1965,250cc,Suzuka,Mike Hailwood,GREAT BRITAIN,Honda
1965,125cc,Monza,Hugh Anderson,NEW ZEALAND,Suzuki
1965,350cc,Monza,Giacomo Agostini,ITALY,MV Agusta
1965,250cc,Monza,Tarquinio Provini,ITALY,Benelli
1965,500cc,Monza,Mike Hailwood,GREAT BRITAIN,MV Agusta
1965,125cc,Imatra,Hugh Anderson,NEW ZEALAND,Suzuki
1965,350cc,Imatra,Giacomo Agostini,ITALY,MV Agusta
1965,250cc,Imatra,Mike Duff,CANADA,Yamaha
1965,500cc,Imatra,Giacomo Agostini,ITALY,MV Agusta
1965,125cc,Belfast,Ernst Degner,GERMANY,Suzuki
1965,350cc,Belfast,Franta Stastny,CZECHOSLOVAKIA,Jawa-CZ
1965,250cc,Belfast,Phil Read,GREAT BRITAIN,Yamaha
1965,500cc,Belfast,R. Creith,IRELAND,Norton
1965,125cc,Automotodrom Brno,Frank Perris,GREAT BRITAIN,Suzuki
1965,350cc,Automotodrom Brno,Jim Redman,RHODESIA,Honda
1965,250cc,Automotodrom Brno,Phil Read,GREAT BRITAIN,Yamaha
1965,500cc,Automotodrom Brno,Mike Hailwood,GREAT BRITAIN,MV Agusta
1965,125cc,Sachsenring,Frank Perris,GREAT BRITAIN,Suzuki
1965,350cc,Sachsenring,Jim Redman,RHODESIA,Honda
1965,250cc,Sachsenring,Jim Redman,RHODESIA,Honda
1965,500cc,Sachsenring,Mike Hailwood,GREAT BRITAIN,MV Agusta
1965,50cc,Spa-Francorchamps,Ernst Degner,GERMANY,Suzuki
1965,250cc,Spa-Francorchamps,Jim Redman,RHODESIA,Honda
1965,500cc,Spa-Francorchamps,Mike Hailwood,GREAT BRITAIN,MV Agusta
1965,125cc,TT Circuit Assen,Mike Duff,CANADA,Yamaha
1965,350cc,TT Circuit Assen,Jim Redman,RHODESIA,Honda
1965,50cc,TT Circuit Assen,Ralph Bryans,IRELAND,Honda
1965,250cc,TT Circuit Assen,Phil Read,GREAT BRITAIN,Yamaha
1965,500cc,TT Circuit Assen,Mike Hailwood,GREAT BRITAIN,MV Agusta
1965,125cc,Isle of Man,Phil Read,GREAT BRITAIN,Yamaha
1965,350cc,Isle of Man,Jim Redman,RHODESIA,Honda
1965,50cc,Isle of Man,Luigi Taveri,SWITZERLAND,Honda
1965,250cc,Isle of Man,Jim Redman,RHODESIA,Honda
1965,500cc,Isle of Man,Mike Hailwood,GREAT BRITAIN,MV Agusta
1965,125cc,Rouen,Hugh Anderson,NEW ZEALAND,Suzuki
1965,50cc,Rouen,Ralph Bryans,IRELAND,Honda
1965,250cc,Rouen,Phil Read,GREAT BRITAIN,Yamaha
1965,125cc,Montjuïc,Hugh Anderson,NEW ZEALAND,Suzuki
1965,50cc,Montjuïc,Hugh Anderson,NEW ZEALAND,Suzuki
1965,250cc,Montjuïc,Phil Read,GREAT BRITAIN,Yamaha
1965,125cc,Nurburgring,Hugh Anderson,NEW ZEALAND,Suzuki
1965,350cc,Nurburgring,Giacomo Agostini,ITALY,MV Agusta
1965,50cc,Nurburgring,Ralph Bryans,IRELAND,Honda
1965,250cc,Nurburgring,Phil Read,GREAT BRITAIN,Yamaha
1965,500cc,Nurburgring,Mike Hailwood,GREAT BRITAIN,MV Agusta
1965,125cc,Daytona,Hugh Anderson,NEW ZEALAND,Suzuki
1965,50cc,Daytona,Ernst Degner,GERMANY,Suzuki
1965,250cc,Daytona,Phil Read,GREAT BRITAIN,Yamaha
1965,500cc,Daytona,Mike Hailwood,GREAT BRITAIN,MV Agusta
1964,125cc,Suzuka,Ernst Degner,GERMANY,Suzuki
1964,350cc,Suzuka,Jim Redman,RHODESIA,Honda
1964,250cc,Suzuka,Jim Redman,RHODESIA,Honda
1964,125cc,Monza,Luigi Taveri,SWITZERLAND,Honda
1964,350cc,Monza,Jim Redman,RHODESIA,Honda
1964,250cc,Monza,Phil Read,GREAT BRITAIN,Yamaha
1964,500cc,Monza,Mike Hailwood,GREAT BRITAIN,MV Agusta
1964,125cc,Imatra,Luigi Taveri,SWITZERLAND,Honda
1964,350cc,Imatra,Jim Redman,RHODESIA,Honda
1964,50cc,Imatra,Hugh Anderson,NEW ZEALAND,Suzuki
1964,500cc,Imatra,Jack Ahearn,AUSTRALIA,Norton
1964,125cc,Belfast,Hugh Anderson,NEW ZEALAND,Suzuki
1964,350cc,Belfast,Jim Redman,RHODESIA,Honda
1964,250cc,Belfast,Phil Read,GREAT BRITAIN,Yamaha
1964,500cc,Belfast,Phil Read,GREAT BRITAIN,Norton
1964,125cc,Sachsenring,Hugh Anderson,NEW ZEALAND,Suzuki
1964,350cc,Sachsenring,Jim Redman,RHODESIA,Honda
1964,250cc,Sachsenring,Phil Read,GREAT BRITAIN,Yamaha
1964,500cc,Sachsenring,Mike Hailwood,GREAT BRITAIN,MV Agusta
1964,125cc,Solitude,Jim Redman,RHODESIA,Honda
1964,350cc,Solitude,Jim Redman,RHODESIA,Honda
1964,50cc,Solitude,Ralph Bryans,IRELAND,Honda
1964,250cc,Solitude,Phil Read,GREAT BRITAIN,Yamaha
